-47.73,32.525,24.192,-36.132,-3.3678,27.623,3.6555,-58.172,-14.616,17.859,-5.701,53.509,-27.014,51.004,18.135,-3.2657,-101.43,-19.795,22.44
29.818,-2.0006,-47.25,-109.81,3.722,39.708,-32.684,-7.2667,44.269,35.069,53.016,56.925,-34.295,26.273,-1.5226,-45.499,-57.993,10.578,6.4011
4.4248,17.191,-18.564,-84.256,0.20277,31.829,-22.716,-27.523,18.165,28.969,28.285,56.91,-36.649,38.776,6.1727,-27.6,-67.096,1.4949,2.958
-27.937,16.957,6.2553,-43.023,1.5678,19.709,4.431,-29.601,4.3911,11.045,5.982,37.322,-16.338,35.309,9.4446,-6.1618,-70.133,-13.019,11.754
-4.9681,5.4969,-2.8415,-27.207,1.0745,8.0885,-0.59121,-6.3837,4.7067,7.1477,7.8893,17.097,-10.99,15.056,1.4813,-5.1914,-23.111,-4.3354,-0.75488
-39.748,27.586,19.66,-31.465,-2.9404,26.3,2.2512,-47.426,-12.457,17.396,-2.7173,43.737,-28.345,44.79,14.362,-0.75098,-88.455,-18.83,19.78
-4.1009,6.6954,-6.1807,-40.145,0.20493,11.927,-2.4647,-7.6704,8.2268,12.011,11.414,24.411,-13.549,20.984,1.8791,-8.4693,-31.167,-6.7065,-0.53866
52.097,-4.9069,-64.21,-119.48,1.3733,57.897,-60.609,-19.405,51.46,47.464,65.584,69.058,-44.776,18.636,2.5099,-68.917,-69.517,27.837,20.688
2.1754,9.8488,-12.579,-55.141,-0.78517,25.246,-16.537,-21.787,13.417,21.734,19.397,39.697,-23.126,25.989,5.6011,-21.013,-54.86,-0.26676,7.4163
-44.012,27.277,17.672,-41.664,-0.67266,22.172,8.0441,-46.466,-5.1882,15.362,-1.4557,48.598,-20.093,46.709,13.713,-2.6258,-92.168,-19.357,16.691
-42.231,26.695,25.961,-10.582,-4.1469,18.928,3.8301,-46.173,-19.191,12.952,-9.8819,33.677,-21.802,36.653,13.63,5.665,-77.273,-17.339,19.73
-32.423,25.035,9.3765,-50.447,1.1107,25.392,2.7992,-40.168,-0.47467,15.021,4.3418,47.674,-26.258,44.164,11.788,-6.4169,-81.24,-14.839,11.331
0.91515,4.3636,-7.6353,-33.949,-1.3314,14.024,-5.7565,-8.5915,8.7904,11.158,8.1545,21.156,-9.8951,17.235,4.6105,-11.345,-29.914,-5.0094,2.2835
0.068597,6.5871,-4.5937,-31.773,-1.8494,15.672,-7.9399,-12.96,5.107,11.786,7.9165,22.448,-14.059,18.055,5.1255,-11.919,-32.038,-4.0354,4.5872
13.26,1.0234,-21.677,-47.559,-0.23879,26.583,-21.679,-12.779,17.018,20.308,23.466,30.573,-20.733,13.054,3.4017,-25.022,-39.581,5.9241,11.44
32.599,-5.979,-47.271,-100.11,3.4776,34.689,-27.243,1.6941,42.692,30.872,47.561,46.923,-27.781,21.595,-1.6687,-41.838,-43.631,7.7626,2.208
-24.518,20.106,4.9779,-50.701,-0.6971,25.959,-2.162,-36.298,2.0726,17.773,8.0259,46.105,-24.549,40.36,11.034,-10.841,-77.338,-12.512,13.349
-49.051,39.632,29.576,-39.406,-6.0046,26.39,-1.4056,-66.856,-18.814,18.537,-8.1628,58.893,-33.129,58.516,19.377,-1.5844,-107.28,-16.596,21.038
29.877,-2.7528,-40.786,-90.815,1.0529,34.703,-29.172,-6.2705,35.297,30.484,41.435,47.65,-27.983,21.957,1.1642,-41.295,-45.662,8.374,5.3324
-27.654,17.518,13.706,-17.109,-2.1137,16.688,1.2416,-32.567,-8.3986,9.6211,-3.222,27.727,-15.852,27.626,10.406,-0.90486,-59.415,-11.08,15.34
2.5617,23.988,-17.08,-92.623,-5.8435,47.929,-38.892,-54.037,10.087,46.576,32.25,82.07,-49.337,46.455,11.878,-42.081,-97.51,4.0132,19.997
-28.026,18.623,8.6352,-36.247,-1.7865,23.062,1.6228,-34.918,-0.80984,14.539,1.007,37.854,-17.95,37.131,12.603,-5.7803,-75.732,-15.051,15.738
6.0234,2.3953,-11.334,-32.074,-0.81411,13.124,-10.796,-7.9989,9.3247,12.641,12.778,20.851,-12.123,10.727,1.2061,-13.671,-23.268,1.8424,3.3142
1.1763,11.102,-14.316,-63.359,-1.4775,30.483,-19.638,-27.354,15.68,26.332,22.644,47.267,-26.435,30.087,7.1917,-25.258,-67.112,-0.49866,12.047
-1.5727,1.1178,-0.31252,-3.4703,-0.55138,1.727,-1.7168,-1.769,-0.19521,1.2314,0.56322,3.0982,-1.0573,1.8185,1.0321,-1.6872,-4.9418,-0.8637,0.66356
-3.0846,9.296,-15.324,-77.077,2.4667,21.082,-3.2046,-9.3164,21.159,21.339,24.195,42.793,-22.487,36.241,1.9943,-17.253,-53.653,-10.878,-3.0425
-25.12,19.202,9.092,-36.415,-3.4684,22.588,1.9514,-33.83,-4.0187,17.164,-1.4999,38.809,-18.819,38.54,13.129,-5.4719,-70.861,-17.995,11.242
-39.919,28.273,21.472,-24.169,-3.8446,26.801,-0.45995,-49.877,-16.532,18.228,-3.75,42.264,-30.326,42.201,14.308,0.04315,-87.407,-17.116,22.491
32.232,-4.1191,-41.41,-74.973,0.49668,37.393,-37.729,-10.277,33.266,30.355,41.057,42.284,-26.65,11.535,1.6962,-43.158,-44.918,15.265,13.875
-25.133,19.334,6.8767,-43.869,-0.90468,23.624,0.58341,-34.114,0.17599,15.757,4.3097,41.475,-21.319,38.3,11.469,-8.083,-72.698,-14.317,11.842
-56.029,31.593,33.686,-10.757,-3.5136,19.138,8.1109,-57.38,-18.516,10.507,-13.381,39.17,-17.337,42.774,17.452,6.6506,-98.121,-19.344,25.993
-50.774,31.606,28.048,-25.041,-3.604,21.63,6.6963,-56.164,-16.703,14.271,-9.8631,47.179,-20.717,46.738,17.423,1.2429,-95.818,-19.66,21.65
-22.659,15.109,9.2655,-23.087,-1.8107,15.701,3.1366,-25.348,-4.1876,9.9129,-2.1989,25.916,-14.453,28.166,9.5983,-0.58408,-53.427,-13.369,9.4025
-2.7279,2.4793,1.1943,-4.7618,-1.7413,1.4823,-1.8605,-4.905,-1.7508,3.0321,-0.39163,6.3649,-2.098,4.371,1.7166,-1.1735,-8.3549,-1.2564,0.17419
12.51,-2.2088,-18.084,-35.974,0.0051722,16.656,-14.121,-4.2252,15.56,12.847,16.998,19.638,-10.48,7.7224,2.0365,-18.925,-23.444,4.1911,5.46
9.0898,0.8676,-17.778,-45.719,1.0182,18.134,-13.484,-5.37,17.036,15.167,20.833,24.887,-15.004,13.332,0.91449,-19.163,-30.159,2.146,4.6586
2.7288,0.67148,-8.9653,-29.174,0.46246,9.7255,-3.3733,-1.4519,9.3616,8.1001,10.431,14.663,-8.6331,11.414,1.0596,-8.8419,-18.951,-2.8751,0.18201
-13.352,7.9551,8.5714,-3.3761,-1.4397,4.4055,1.6228,-14.568,-5.0364,1.8968,-4.0482,9.88,-4.7062,10.59,4.2226,0.93136,-23.65,-4.4181,6.0923
-36.758,23.139,19.061,-21.495,-1.5748,17.999,4.6094,-40.256,-10.964,10.369,-5.2951,35.041,-17.758,34.63,12.355,0.91064,-71.023,-14.791,14.976
-7.7118,9.5694,2.7493,-22.186,-1.8344,10.672,-3.471,-15.851,-2.3766,8.3765,2.3391,20.864,-12.117,17.6,5.2171,-6.7011,-28.336,-5.0679,3.7271
-13.546,9.7493,2.4909,-28.321,-0.76613,11.055,2.8559,-15.406,1.8891,8.6528,2.596,22.701,-10.692,22.772,5.125,-4.1911,-38.64,-9.5747,4.4959
-47.222,31.153,24.493,-31.057,-3.5959,24.877,4.9207,-53.254,-14.588,16.281,-6.7626,47.122,-26.33,49.246,16.491,1.6067,-96.341,-20.49,20.955
18.473,-2.6367,-32.545,-90.058,1.6947,24.336,-5.3135,8.6706,34.642,22.854,29.187,36.804,-17.202,32.351,1.4411,-25.905,-38.719,-11.686,-8.4766
-27.976,42.966,10.712,-95.565,-7.1244,29.886,-15.196,-60.238,-4.2273,40.768,15.452,86.148,-52.127,73.872,11.55,-13.678,-108.38,-14.482,-0.68084
